customer_id,customer_created_at,acquisition_channel,country_code,marketing_consent,order_id,order_timestamp,recognized_revenue
C01374,2024-11-09,email,BR,False,O0011904,2025-09-24,79.84
C02921,2025-04-01,organic,BR,True,O0024681,2026-03-09,114.94
C01317,2026-06-08,paid_search,MX,True,O0011427,2026-06-09,216.35
C00075,2025-01-18,organic,US,True,O0000638,2026-04-05,38.9
C02035,2026-06-11,organic,MX,True,O0017610,2026-08-12,63.72
C01412,2025-07-17,referral,BR,True,O0012261,2026-08-31,70.13
C02629,2024-11-14,paid_search,MX,True,O0022371,2026-05-15,245.19
C01239,2024-10-16,paid_search,US,True,O0010626,2025-10-12,61.93
C01470,2025-07-08,email,BR,True,O0012826,2026-03-21,97.67
C01442,2024-12-19,paid_social,CR,False,O0012529,2026-03-10,36.54
C01107,2025-06-10,organic,US,True,O0009443,2026-08-18,144.11
C00085,2025-03-12,paid_search,BR,True,O0000736,2026-07-08,74.99
C02429,2024-09-13,organic,CR,True,O0020818,2026-02-06,161.95
C00443,2025-01-15,email,US,True,O0003713,2025-12-13,181.71
C02224,2026-03-17,referral,BR,True,O0019136,2026-03-18,38.71
C00032,2026-03-12,,MX,False,O0000301,2026-05-11,171.98
C00934,2026-06-03,organic,BR,True,O0008076,2026-06-04,47.55
C01425,2025-07-02,organic,CR,True,O0012354,2026-02-28,34.33
C01188,2025-10-13,paid_social,US,True,O0010197,2026-07-22,63.2
C02700,2025-06-01,paid_social,MX,True,O0022986,2026-07-24,22.52
C01461,2025-05-01,organic,CR,True,O0012734,2026-05-23,91.48
C00145,2025-08-29,organic,BR,True,O0001271,2026-04-18,161.63
C00448,2025-03-03,referral,CR,True,O0003758,2026-05-26,55.53
C00282,2025-01-05,referral,US,False,O0002441,2026-05-30,27.52
C00763,2025-12-13,organic,CR,True,O0006581,2025-12-14,109.12
C00212,2025-04-23,paid_social,BR,True,O0001758,2026-07-06,99.69
C01483,2026-05-02,email,CR,True,O0012935,2026-05-03,78.7
C02401,2026-04-17,paid_search,US,False,O0020615,2026-04-18,96.88
C02133,2024-10-20,paid_search,US,True,O0018420,2026-08-09,89.71
C01226,2026-06-03,referral,CR,True,O0010504,2026-06-04,36.17
C02816,2025-07-22,organic,BR,True,O0023881,2026-05-27,147.73
C02278,2026-06-13,email,MX,True,O0019614,2026-06-14,19.1
C02701,2026-05-11,paid_search,CR,True,O0022988,2026-05-12,31.25
C01750,2025-03-29,organic,BR,True,O0015179,2025-10-22,72.2
C02920,2026-04-15,referral,US,True,O0024671,2026-04-16,127.8
C01866,2025-12-07,organic,CR,True,O0016120,2026-04-11,34.15
C00344,2026-04-16,paid_social,MX,True,O0002942,2026-08-24,57.87
C02309,2025-06-23,organic,US,True,O0019846,2025-12-19,44.8
C02563,2025-08-18,paid_search,BR,True,O0021870,2025-12-29,57.1
C00803,2026-07-09,paid_search,MX,False,O0006919,2026-07-10,105.08
C00776,2024-10-09,paid_search,MX,True,O0006662,2026-06-21,59.84
C00795,2026-07-07,email,MX,True,O0006864,2026-07-08,138.52
C01014,2024-10-29,paid_social,US,True,O0008718,2026-08-10,40.8
C00517,2025-08-15,organic,US,True,O0004369,2025-12-20,40.69
C00344,2026-04-16,paid_social,MX,True,O0002937,2026-07-16,163.86
C01207,2026-06-04,paid_search,US,True,O0010350,2026-06-05,176.79
C01218,2024-11-30,organic,CR,True,O0010464,2026-08-20,108.65
C02594,2025-09-16,paid_search,CR,True,O0022092,2025-11-24,128.79
C02453,2025-12-31,paid_search,US,True,O0020996,2026-01-01,101.52
C00708,2025-08-12,paid_search,BR,False,O0006145,2026-01-02,27.95
C00710,2024-10-03,referral,MX,True,O0006170,2026-03-01,30.03
C01074,2024-09-17,paid_search,US,False,O0009184,2026-05-19,24.55
C02665,2024-09-25,paid_social,US,True,O0022679,2025-11-10,77.6
C02220,2026-05-01,referral,BR,True,O0019111,2026-05-02,37.58
C02659,2025-08-26,referral,CR,True,O0022616,2025-08-27,11.43
C02995,2025-11-30,organic,BR,True,O0025259,2026-08-08,20.25
C01569,2025-08-23,referral,BR,True,O0013677,2026-01-27,140.97
C02228,2025-03-18,paid_social,US,True,O0019171,2025-10-16,95.84
C02942,2026-02-23,paid_search,US,False,O0024827,2026-07-12,88.79
C01662,2025-08-11,email,BR,True,O0014448,2026-06-05,15.88
C01796,2026-01-26,referral,US,True,O0015551,2026-05-05,79.35
C00899,2025-12-28,referral,CR,True,O0007765,2025-12-29,14.45
C00882,2025-02-01,referral,US,True,O0007648,2026-08-16,154.63
C00294,2025-03-31,organic,CR,True,O0002547,2025-11-30,30.75
C01610,2025-11-29,organic,CR,True,O0014013,2026-02-23,136.43
C02215,2024-11-09,paid_social,CR,True,O0019069,2026-08-26,8.0
C02333,2026-07-25,referral,CR,False,O0020033,2026-07-26,99.65
C00805,2025-03-17,paid_social,US,False,O0006941,2026-03-13,31.42
C00752,2025-03-31,organic,MX,False,O0006507,2026-02-20,189.37
C01559,2026-06-24,email,CR,True,O0013597,2026-06-25,42.08
C01853,2025-10-25,email,BR,False,O0016011,2025-11-09,50.14
C01075,2025-08-17,organic,BR,True,O0009187,2025-08-18,71.31
C02866,2024-11-26,email,CR,True,O0024224,2026-03-26,131.02
C01759,2025-07-09,paid_social,BR,True,O0015251,2026-05-11,20.35
C02087,2025-12-21,organic,BR,True,O0018034,2026-06-18,98.2
C01846,2026-01-04,paid_social,US,False,O0015946,2026-03-01,147.19
C00296,2025-07-09,organic,US,True,O0002572,2026-06-28,79.47
C01683,2026-01-30,referral,BR,True,O0014643,2026-06-16,36.36
C02262,2025-08-19,organic,MX,True,O0019480,2026-05-23,147.03
C02189,2026-07-21,paid_social,MX,True,O0018832,2026-07-22,52.16
C01107,2025-06-10,organic,US,True,O0009438,2026-06-29,203.03
C00264,2025-04-29,paid_search,BR,True,O0002270,2026-07-20,10.78
C00550,2024-10-29,email,MX,True,O0004658,2025-06-11,102.38
C01264,2026-04-30,referral,US,True,O0010894,2026-07-07,79.89
C00908,2025-12-01,organic,BR,True,O0007821,2025-12-02,143.76
C02483,2025-12-29,organic,US,True,O0021255,2026-03-27,198.43
C01710,2025-11-18,email,BR,True,O0014847,2026-05-22,303.22
C01401,2024-10-18,organic,US,True,O0012141,2026-01-26,130.06
C00582,2025-12-02,paid_social,US,True,O0004938,2026-06-29,102.33
C00517,2025-08-15,organic,US,True,O0004377,2026-06-13,26.41
C02924,2026-07-27,referral,US,True,O0024709,2026-07-28,44.61
C02109,2025-11-09,referral,US,True,O0018174,2026-06-26,132.54
C01185,2025-07-07,organic,BR,True,O0010152,2026-05-07,209.37
C00224,2025-04-23,referral,US,False,O0001862,2025-04-24,37.34
C00968,2024-11-17,paid_social,US,True,O0008349,2026-01-09,73.88
C02504,2024-12-07,organic,US,False,O0021421,2026-08-11,31.64
C01179,2025-12-03,paid_search,US,True,O0010068,2026-07-08,293.3
C00444,2026-03-24,paid_social,US,True,O0003735,2026-04-09,123.53
C02188,2025-07-27,organic,MX,True,O0018826,2026-04-30,61.48
C00867,2025-09-21,email,US,True,O0007500,2026-06-07,110.5
C01021,2024-10-31,organic,US,True,O0008746,2026-07-21,30.48
C01188,2025-10-13,paid_social,US,True,O0010200,2026-08-16,50.46
C01726,2025-04-25,paid_social,US,True,O0014984,2026-07-21,81.27
C02007,2024-11-24,organic,US,True,O0017364,2025-11-22,136.65
C02143,2026-01-29,referral,MX,True,O0018489,2026-01-30,22.44
C01240,2025-02-16,referral,MX,False,O0010645,2026-07-18,61.85
C02681,2025-10-26,email,MX,True,O0022800,2026-04-22,35.12
C01137,2025-04-22,paid_social,MX,True,O0009688,2026-03-29,96.1
C00334,2026-04-03,organic,BR,True,O0002873,2026-07-04,75.77
C01038,2025-10-03,email,US,True,O0008880,2026-08-11,12.28
C01938,2025-03-11,organic,US,True,O0016747,2026-03-30,68.85
C02650,2025-11-02,organic,US,True,O0022559,2025-11-03,45.28
C02664,2024-09-27,organic,US,True,O0022672,2026-03-21,119.55
C01534,2025-06-27,email,US,True,O0013362,2026-08-15,68.19
C02954,2025-11-24,organic,MX,True,O0024936,2026-07-28,60.91
C00796,2025-03-16,organic,MX,False,O0006875,2026-04-17,55.33
C00446,2025-05-19,email,US,True,O0003744,2026-05-15,65.48
C01396,2024-10-04,paid_social,US,True,O0012076,2025-09-06,34.85
C00650,2025-07-22,organic,MX,True,O0005576,2025-07-23,114.83
C01110,2025-05-28,organic,US,True,O0009449,2026-07-27,11.57
C00003,2024-10-07,referral,BR,True,O0000029,2026-05-15,137.29
C02353,2025-09-22,referral,MX,True,O0020250,2025-09-23,56.91
C01672,2025-02-25,organic,BR,True,O0014554,2026-07-15,159.39
C01254,2026-02-24,paid_social,US,True,O0010803,2026-08-15,94.69
C02825,2025-08-14,organic,US,True,O0023965,2026-08-21,74.41
C02636,2026-06-09,organic,CR,True,O0022442,2026-06-10,348.28
C02574,2025-08-14,organic,CR,True,O0021956,2025-08-15,148.24
C02229,2025-02-23,paid_social,US,False,O0019180,2025-04-30,21.93
C01460,2025-08-23,email,US,True,O0012718,2025-12-24,52.88
C00239,2025-12-17,organic,MX,True,O0002019,2025-12-18,37.4
C00863,2025-05-05,paid_social,US,True,O0007450,2026-01-03,29.06
C02786,2026-05-04,email,US,True,O0023638,2026-05-05,157.59
C00865,2025-02-11,referral,US,False,O0007480,2026-04-08,31.96
C01288,2025-10-28,email,CR,True,O0011128,2026-03-19,231.57
C00171,2026-02-26,organic,MX,True,O0001482,2026-06-28,43.74
C01402,2026-03-30,paid_search,US,True,O0012157,2026-07-25,160.9
C00273,2025-04-20,referral,MX,True,O0002372,2026-08-14,304.72
C02774,2026-01-26,paid_social,US,True,O0023563,2026-04-03,43.24
C02641,2026-03-26,organic,US,True,O0022493,2026-03-27,115.03
C01781,2025-04-24,paid_search,US,True,O0015443,2025-07-18,75.45
C00783,2025-08-06,paid_search,US,True,O0006743,2026-06-28,78.97
C02771,2025-02-25,organic,BR,True,O0023532,2026-06-16,115.78
C02340,2025-05-02,organic,MX,True,O0020123,2026-07-03,82.36
C02825,2025-08-14,organic,US,True,O0023957,2026-06-08,269.22
C02654,2026-03-09,referral,US,True,O0022591,2026-03-10,48.17
C01932,2025-11-13,paid_social,MX,True,O0016676,2026-04-10,192.69
C00030,2026-05-25,referral,US,True,O0000253,2026-05-26,94.09
C01314,2025-08-23,email,MX,False,O0011390,2026-02-15,100.61
C02992,2025-03-09,paid_social,BR,True,O0025248,2026-06-29,38.37
C00510,2026-05-01,email,BR,True,O0004308,2026-07-27,124.01
C00297,2026-04-03,paid_search,MX,False,O0002575,2026-04-04,12.66
C00663,2024-10-13,paid_search,US,True,O0005685,2026-04-18,49.5
C01267,2026-03-26,email,US,True,O0010921,2026-03-27,71.37
C00170,2026-02-07,organic,CR,False,O0001458,2026-04-21,56.33
C02319,2025-03-03,paid_social,US,False,O0019919,2025-10-14,79.98
C01941,2024-09-17,paid_search,BR,True,O0016767,2026-02-20,42.0
C00189,2025-08-27,paid_search,MX,True,O0001570,2026-02-19,35.04
C01366,2025-05-22,organic,US,False,O0011850,2025-05-23,51.05
C00103,2025-02-25,referral,BR,True,O0000879,2026-06-10,161.49
C02533,2025-11-08,organic,MX,False,O0021682,2025-11-09,131.29
C00580,2026-07-19,referral,MX,True,O0004921,2026-07-20,66.31
C00393,2025-03-05,paid_search,MX,True,O0003337,2025-12-24,101.35
C00051,2025-02-18,paid_social,BR,True,O0000472,2026-07-19,11.19
C02733,2025-04-24,paid_social,US,False,O0023269,2026-04-17,110.81
C00453,2024-09-13,paid_search,MX,True,O0003821,2026-08-16,89.22
C02442,2026-07-12,email,US,False,O0020920,2026-07-13,58.6
C00260,2024-10-11,referral,MX,True,O0002212,2025-09-28,67.96
C00579,2025-03-23,referral,BR,True,O0004916,2026-08-02,169.48
C01875,2026-07-26,email,MX,True,O0016204,2026-07-27,160.48
C01653,2026-05-06,organic,US,False,O0014376,2026-05-07,62.67
C02794,2025-04-27,paid_social,BR,True,O0023707,2025-05-08,53.68
C01355,2025-07-30,paid_search,US,True,O0011772,2026-04-16,56.66
C01318,2025-09-27,referral,MX,True,O0011437,2026-04-27,36.12
C01254,2026-02-24,paid_social,US,True,O0010800,2026-07-31,67.16
C01684,2025-06-18,organic,BR,True,O0014654,2026-06-09,24.48
C02305,2025-04-09,referral,BR,True,O0019810,2025-05-22,106.38
C00311,2025-10-15,email,US,True,O0002665,2026-04-29,79.11
C02227,2026-07-16,organic,BR,True,O0019168,2026-07-17,24.65
C01015,2025-12-02,paid_search,MX,True,O0008719,2026-06-08,106.41
C02794,2025-04-27,paid_social,BR,True,O0023711,2025-10-10,111.65
C02067,2025-03-30,paid_social,US,False,O0017855,2026-08-19,463.28
C01327,2026-06-20,paid_search,CR,True,O0011510,2026-06-21,129.97
C02201,2025-06-30,paid_search,MX,True,O0018945,2026-04-09,145.64
C00575,2026-02-01,referral,MX,True,O0004871,2026-06-17,148.3
C02689,2026-04-10,email,US,True,O0022888,2026-07-19,119.55
C01158,2025-02-15,paid_search,CR,True,O0009894,2025-06-12,55.62
C00576,2025-08-26,email,US,True,O0004897,2026-06-30,65.74
C02805,2025-02-12,organic,US,True,O0023790,2026-08-25,41.55
C01963,2025-11-28,organic,BR,True,O0016981,2026-05-17,75.49
C01734,2026-07-01,organic,US,True,O0015050,2026-07-02,289.18
C00551,2026-01-05,paid_social,MX,True,O0004666,2026-01-06,128.46
C02255,2025-07-13,email,US,True,O0019418,2025-07-14,35.21
C01880,2025-03-12,organic,BR,True,O0016262,2025-05-31,10.88
C01362,2026-04-15,organic,MX,True,O0011817,2026-04-16,104.99
C01696,2026-07-19,organic,US,True,O0014743,2026-07-20,35.49
C00332,2026-04-21,referral,BR,True,O0002859,2026-07-21,26.66
C02563,2025-08-18,paid_search,BR,True,O0021877,2026-06-08,59.51
C01729,2026-03-14,referral,US,True,O0015011,2026-06-25,100.46
C00246,2025-09-27,organic,US,True,O0002073,2026-07-20,53.7
C02956,2025-08-12,organic,US,True,O0024954,2026-06-26,34.02
C00273,2025-04-20,referral,MX,True,O0002356,2026-03-06,15.3
C01599,2024-11-29,paid_search,BR,False,O0013944,2026-02-19,33.49
C02380,2025-09-11,organic,MX,True,O0020468,2026-06-16,196.07
C02464,2025-06-01,organic,CR,False,O0021109,2026-02-03,128.68
C02350,2026-01-15,paid_search,MX,True,O0020219,2026-03-04,66.55
C01494,2026-03-31,paid_search,BR,True,O0013012,2026-04-01,243.51
C01230,2025-03-13,organic,MX,True,O0010542,2026-08-13,157.22
C00548,2024-10-30,organic,US,True,O0004636,2026-05-14,64.71
C01085,2025-08-16,referral,US,False,O0009265,2025-08-17,8.45
C00585,2024-10-31,organic,US,True,O0004986,2026-06-06,120.33
C01442,2024-12-19,paid_social,CR,False,O0012527,2026-01-30,164.38
C00460,2025-08-07,paid_search,US,True,O0003900,2026-03-05,55.97
C00209,2024-12-08,organic,MX,True,O0001728,2025-09-11,57.15
C00234,2025-02-21,organic,CR,False,O0001978,2026-09-15,53.43
C02591,2025-11-11,email,US,True,O0022078,2025-11-12,46.39
C01444,2026-07-21,paid_search,US,True,O0012547,2026-07-29,90.16
C01622,2024-10-01,referral,US,False,O0014141,2026-01-26,89.55
C01425,2025-07-02,organic,CR,True,O0012351,2025-12-12,46.68
C02164,2025-11-18,organic,US,True,O0018651,2025-11-19,30.18
C00772,2025-09-20,paid_social,BR,True,O0006642,2026-02-05,23.8
C00673,2025-10-14,paid_search,CR,False,O0005793,2025-10-15,74.44
C01636,2026-02-09,paid_search,BR,True,O0014233,2026-02-10,97.77
C02882,2025-03-30,organic,BR,True,O0024385,2026-05-24,85.88
C01011,2026-01-24,organic,MX,True,O0008695,2026-04-18,88.04
C00773,2024-12-02,paid_social,MX,True,O0006648,2025-02-23,54.06
C02207,2025-12-22,paid_search,MX,True,O0018979,2025-12-23,110.43
C00433,2025-12-27,organic,BR,False,O0003632,2026-08-29,97.46
C02884,2025-10-23,referral,BR,True,O0024393,2025-10-24,23.98
C01542,2025-10-28,organic,MX,True,O0013432,2026-01-17,58.94
C02346,2025-09-25,organic,CR,True,O0020186,2026-01-03,91.37
C00625,2025-08-17,referral,MX,True,O0005366,2026-08-11,225.59
C00244,2026-02-16,organic,US,True,O0002054,2026-04-18,266.13
C02097,2026-01-15,paid_search,CR,True,O0018098,2026-01-16,308.77
C02527,2024-09-23,organic,CR,False,O0021624,2026-07-23,121.78
C01523,2026-01-08,referral,US,True,O0013267,2026-07-10,10.01
C02487,2025-02-02,referral,US,True,O0021292,2026-04-06,63.69
C01677,2025-07-30,organic,US,True,O0014602,2026-07-16,20.78
C02371,2025-06-10,organic,BR,False,O0020380,2026-08-02,59.84
C00880,2026-04-16,paid_social,MX,False,O0007626,2026-05-01,46.74
C00301,2025-12-19,paid_social,US,False,O0002592,2026-01-25,39.42
C01507,2024-12-21,paid_social,US,True,O0013130,2026-04-14,115.63
C01766,2025-04-07,referral,BR,True,O0015303,2026-04-23,31.83
C02340,2025-05-02,organic,MX,True,O0020119,2026-05-07,154.15
C01698,2026-05-06,paid_search,MX,True,O0014763,2026-06-24,51.62
C00315,2025-12-20,paid_social,US,True,O0002694,2025-12-21,68.33
C01019,2026-01-06,paid_search,MX,False,O0008734,2026-01-07,47.17
C01253,2025-11-21,referral,CR,True,O0010783,2026-04-29,54.03
C01691,2025-06-17,email,US,True,O0014699,2026-02-27,70.19
C02923,2025-04-18,email,CR,True,O0024699,2025-06-15,88.69
C02617,2026-07-20,organic,US,True,O0022291,2026-07-21,53.24
C00800,2025-08-30,paid_search,US,True,O0006896,2026-05-28,25.7
C01119,2025-05-08,organic,US,True,O0009517,2025-05-09,34.93
C01317,2026-06-08,paid_search,MX,True,O0011429,2026-06-09,62.3
C00399,2026-07-18,referral,MX,False,O0003395,2026-07-19,101.14
C00493,2024-11-08,organic,US,True,O0004171,2026-03-02,195.81
C02437,2024-09-25,paid_search,US,True,O0020888,2026-07-25,92.27
C01823,2026-03-16,referral,BR,True,O0015768,2026-03-17,105.68
C02327,2026-01-25,paid_search,BR,True,O0019981,2026-01-26,168.36
C00592,2026-06-07,organic,BR,True,O0005040,2026-06-08,41.94
C01941,2024-09-17,paid_search,BR,True,O0016775,2026-06-27,168.51
C00949,2025-09-02,organic,US,False,O0008223,2026-06-06,86.8
C01951,2026-03-02,paid_search,CR,True,O0016878,2026-03-03,38.25
C02942,2026-02-23,paid_search,US,False,O0024828,2026-07-13,14.44
C02986,2025-01-03,paid_search,US,True,O0025201,2026-06-02,199.1
C00192,2025-03-17,paid_social,MX,False,O0001586,2026-01-02,81.69
C01458,2026-03-07,paid_search,CR,True,O0012695,2026-03-08,24.54
C02536,2026-02-19,referral,BR,True,O0021717,2026-06-05,60.39
C02757,2025-11-28,paid_social,US,True,O0023420,2026-06-28,97.97
C00407,2025-12-21,email,MX,False,O0003486,2026-01-09,169.49
C00998,2024-12-20,paid_social,US,False,O0008581,2026-05-26,49.65
C02717,2026-03-05,organic,US,True,O0023118,2026-03-06,130.63
C01854,2024-12-12,email,BR,True,O0016019,2026-01-15,37.89
C02516,2025-04-07,email,BR,True,O0021536,2025-11-06,36.04
C01395,2026-03-24,paid_search,BR,False,O0012072,2026-05-17,140.54
C00377,2026-07-30,organic,US,True,O0003220,2026-07-31,91.43
C00609,2025-11-11,organic,CR,True,O0005221,2026-07-22,94.79
C02422,2025-11-17,paid_search,US,True,O0020764,2026-04-13,77.67
C01597,2025-05-07,organic,CR,True,O0013928,2026-04-11,56.21
C02641,2026-03-26,organic,US,True,O0022491,2026-03-27,71.56
C00798,2026-06-02,paid_search,MX,True,O0006884,2026-06-03,222.8
C01484,2025-10-03,paid_social,CR,True,O0012938,2025-10-04,26.79
C00057,2026-04-25,organic,US,True,O0000518,2026-07-20,20.47
C00751,2025-11-25,referral,MX,True,O0006500,2025-11-26,275.53
C01816,2026-01-23,email,US,False,O0015691,2026-01-24,57.8
C02123,2026-06-22,email,US,True,O0018297,2026-06-23,37.19
C01111,2026-03-11,email,CR,False,O0009457,2026-03-12,21.2
C01209,2025-08-16,paid_search,MX,True,O0010393,2026-02-07,73.89
C01910,2026-05-31,paid_search,BR,True,O0016471,2026-06-01,28.33
C01127,2025-01-17,referral,MX,True,O0009584,2026-04-26,89.61
C02517,2024-10-22,email,BR,True,O0021549,2026-05-18,23.72
C00762,2026-06-02,paid_search,CR,True,O0006571,2026-06-03,114.18
C02797,2025-08-25,referral,US,True,O0023725,2025-11-01,36.42
C01818,2024-11-19,referral,US,True,O0015716,2025-07-15,126.43
C02701,2026-05-11,paid_search,CR,True,O0022991,2026-05-12,154.48
C02401,2026-04-17,paid_search,US,False,O0020608,2026-04-18,36.7
C02689,2026-04-10,email,US,True,O0022876,2026-05-04,99.7
C02459,2025-04-03,paid_search,US,True,O0021061,2025-05-07,45.74
C00540,2026-05-26,paid_social,BR,True,O0004562,2026-05-27,93.49
C02191,2024-09-22,paid_search,US,False,O0018875,2026-07-30,167.34
C00436,2025-02-27,paid_search,CR,True,O0003654,2026-01-08,31.8
C00991,2025-01-05,paid_search,CR,False,O0008526,2026-07-28,77.03
C02097,2026-01-15,paid_search,CR,True,O0018101,2026-05-17,114.05
C00420,2024-09-27,paid_social,MX,True,O0003552,2026-05-26,146.45
C01403,2026-05-11,email,US,True,O0012170,2026-05-12,131.43
C02722,2025-10-04,email,US,True,O0023182,2026-04-23,100.87
C01597,2025-05-07,organic,CR,True,O0013930,2026-06-25,33.72
C02322,2025-07-23,paid_social,BR,True,O0019943,2025-08-28,98.2
C00264,2025-04-29,paid_search,BR,True,O0002261,2025-12-12,182.43
C00375,2025-02-23,paid_search,US,True,O0003201,2026-07-05,38.58
C02036,2026-04-22,referral,MX,True,O0017611,2026-04-23,53.3
C01455,2026-07-02,referral,US,True,O0012674,2026-07-03,83.68
C01579,2025-06-12,organic,MX,False,O0013758,2026-04-10,97.33
C00689,2026-01-29,referral,CR,True,O0006015,2026-07-13,52.82
C01994,2026-01-28,email,US,False,O0017256,2026-04-29,242.37
C02940,2026-06-21,paid_search,US,True,O0024809,2026-06-22,57.52
C01186,2025-07-14,organic,BR,True,O0010162,2026-03-01,275.13
C02249,2024-10-24,paid_social,US,True,O0019366,2026-07-25,110.68
C00733,2025-09-29,paid_search,US,True,O0006349,2025-12-05,61.06
C00747,2026-03-31,organic,US,True,O0006462,2026-04-01,76.54
C02872,2026-04-09,email,US,True,O0024298,2026-04-10,66.4
C02610,2026-05-24,paid_search,BR,True,O0022216,2026-05-25,123.83
C02488,2025-08-22,organic,BR,False,O0021296,2025-08-23,32.73
C01959,2025-11-06,paid_search,US,True,O0016943,2026-05-01,9.1
C02173,2026-02-26,organic,BR,True,O0018707,2026-03-19,124.37
C01306,2025-06-19,organic,BR,True,O0011311,2026-08-01,104.05
C02136,2024-11-25,paid_search,US,True,O0018436,2026-07-07,56.66
C01603,2025-09-30,paid_social,CR,True,O0013971,2025-10-01,34.06
C00479,2025-01-14,paid_social,US,True,O0004078,2026-02-02,29.87
C02374,2025-12-04,referral,MX,False,O0020401,2026-04-10,32.8
C01515,2025-08-01,referral,US,True,O0013204,2026-06-28,182.04
C00273,2025-04-20,referral,MX,True,O0002364,2026-07-16,340.35
C02462,2026-03-22,paid_social,BR,True,O0021081,2026-04-01,153.39
C01324,2025-07-22,referral,BR,True,O0011488,2026-08-21,21.82
C00549,2025-06-03,paid_search,MX,True,O0004653,2025-11-08,87.39
C00398,2025-08-18,paid_social,BR,True,O0003378,2026-05-28,78.81
C02802,2025-08-20,referral,BR,True,O0023754,2026-03-20,133.6
C00631,2025-04-29,organic,MX,True,O0005420,2026-03-15,18.64
C01464,2025-09-26,referral,US,True,O0012740,2025-12-31,48.1
C02496,2025-08-27,organic,US,True,O0021362,2026-07-11,90.3
C02999,2025-02-28,paid_search,US,True,O0025283,2026-03-19,102.62
C02280,2026-01-08,paid_search,US,True,O0019631,2026-05-09,105.22
C01572,2026-05-03,organic,MX,False,O0013694,2026-05-04,173.23
C00922,2026-05-21,email,US,True,O0007956,2026-06-08,231.92
C02482,2025-07-23,organic,BR,False,O0021243,2026-05-26,51.84
